"CUST_NO","TXN_DT","LN_AMT","LN_USE"
"SINJ7ZK1ZDFPJUVC",9555,848097,"14"
"7KWXDLAEJO8PU0JA",9450,848097,"14"
"GOBYGACNNB7SD8GM",9504,988495,"18"
"OE4O79JTHSS0FGEM",9563,1218170,"06"
"Z7UKYPMHSMIJWV-O",9513,1041480,"05"
"AEO4MN1OYEM6IYWA",9521,904731,"06"
"2LVITWNDODQLS238",9492,988495,"02"
"Z8DGQVRQTHBMPHOW",9477,960619,"02"
"SP0NSAA-DZSNEJGK",9463,988495,"05"
"MS_L_8IMEYZM5QSG",9501,848097,"02"
"D0Q_9U2RKMAIPL8M",9456,988495,"18"
"Z-VRIS43TEFKUWOO",9512,848097,"05"
"BH938LM0QLUQFKAM",9560,805996,"14"
"DTCCA_YTHJSVZAZI",9473,904731,"02"
"MFGGHOLLY1TJDDAY",9477,848097,"06"
"SPZIFQX25UCKLNQ0",9521,848097,"02"
"T26SBRG6WAYNDS90",9486,805996,"09"
"22JK3XKZZWJVQ728",9554,1139478,"06"
"N4K88KFERKE3QIJG",9550,1041480,"06"
"ZRPLDUTX4K96LYSY",9465,904731,"09"
"V3OPDSBIFO91OKYC",9491,988495,"14"
"DYSQ6BNN1KJPL8UU",9487,960619,"05"
"AF0F2S_GWLJPUN9Y",9513,988495,"06"
"K5IIRUMQGKA3PVI0",9472,805996,"02"
"FH0UKARSC7XSVP40",9540,904731,"06"
"WHQ03JNL9W44YUGW",9554,1112753,"18"
"BXBFIKQCJ2ETWOA0",9553,1139478,"17"
"CDITDBYBLQFOIP7A",9537,805996,"21"
"CCUOEJSITTN2H66A",9486,848097,"18"
"2LKWPJGUYRSSONLO",9522,904731,"12"
"DS9DM2ZP3KRTPJXA",9521,925966,"15"
"SAYDLSDRA0CGHPRS",9452,1041480,"06"
"NW7PCKDBTPOA00IC",9514,848097,"14"
"CDBMMGZGM6I4TYSS",9527,960619,"04"
"9D9AS0STFTU0CGJC",9472,1080978,"14"
"IXSR-LTG62FF_L3C",9463,777569,"02"
"ZNBRALDOGY2T7KJS",9549,904731,"07"
"UMJL9QCJURHUESSG",9557,848097,"18"
"FGKUIX_DENRCBALM",9465,960619,"06"
"WOLL9IJS_WRTAKZG",9525,848097,"06"
"O2IJQI2A1ICBOSQM",9521,848097,"06"
"V9FDTLR1TIPBN--4",9549,805996,"06"
"HFFHJMDVX36WKR0Q",9457,904731,"02"
"ZG8GSN2OXFGXCRRE",9469,848097,"14"
"XOU4ZXYPG7XUSWPO",9476,805996,"05"
"CLYUC1JPNL3W9V1Y",9514,739437,"02"
"UIC9CCFIRK1NUEJY",9537,1041480,"06"
"E3LXOHRYMF9CR7JW",9563,925966,"11"
"NVQY3ORFWNLSSO_K",9519,1000675,"05"
"6EHKLN69WHW17X0U",9507,892709,"08"
"PIV0UDHVQCXNSHXO",9473,960619,"06"
"ZIB3YTIVEIYUF2IK",9513,904731,"04"
"ZPUCUKEZFW9WQ3RU",9550,988495,"09"
"BRMH7C55RF35OXPW",9449,904731,"18"
"IILZETLMC0HKWNXA",9480,988495,"18"
"-K3U7UNTQ421WL9U",9528,944357,"02"
"2EWUOHQTQKIHKNXE",9492,879483,"07"
"OKJXRBLU2N7TXKZY",9469,988495,"06"
"SWYJOHMSVMHR3MEU",9456,988495,"06"
"BV-CAOQZOHK3CKOK",9549,848097,"14"
"VO7IN0OZT2KO9KXW",9449,975222,"07"
"YC1CI3I_CXK86CDY",9505,904731,"05"
"G390KTOTB85CKX-Q",9562,1139478,"06"
"BNDTLDHIVMGBYJU8",9549,848097,"06"
"Q1WIRTV1MHZQWDII",9522,925966,"05"
"YYSC8MX8PHWEHC10",9564,904731,"09"
"OAEQZLQW2GMGZUB4",9480,1139478,"02"
"VNXNE3CCNW5HHBKU",9507,904731,"02"
"QFA4QAVKRJ8HTIPU",9478,915763,"02"
"D0B7WBQA_KMDOLMQ",9555,988495,"18"
"9CIKZAIFCNRWP2DU",9563,960619,"18"
"4MIHYGGR1EEFSDQO",9537,805996,"14"
"WLIIPE8TMMPLBXGY",9504,1000675,"14"
"ZSZOSYMOMKHWTMCC",9527,892709,"14"
"P-JVSHA2G3RRZ2BY",9514,848097,"06"
"NM2LMLCZELBSE2BA",9527,988495,"06"
"RA2Q2VWYAMICXS3O",9470,805996,"02"
"SMZZ1M6R_PTCQX-S",9529,904731,"03"
"Q6RJOF6SQWMS8S1S",9477,777569,"02"
"J9UFIBS1YM3WRIUW",9505,960619,"05"
"8SZ4TRY3ALD4CD8K",9529,1218170,"06"
"B_YIOWBNKIAENLPI",9491,960619,"02"
"A0VQPYCZQ19IDPKE",9522,1041480,"18"
"FBS3BC1KLWIUGH5U",9455,988495,"18"
"MYZPVN7-YODBJRMY",9520,848097,"02"
"Y_XURCJC4ZX-ENKI",9500,904731,"05"
"SAQFKMOCLFR1XULQ",9546,988495,"02"
"MMO5TR2PRR0BANJC",9486,988495,"06"
"6SQFH6IAGMBIKNME",9519,1041480,"07"
"RLSWKBPPPM33_PFO",9522,848097,"21"
"KDFQRVTRKYBPFRRW",9527,848097,"05"
"TM_W-D-SM987AIR4",9486,1011941,"05"
"A7B5-V9CFH6_R78W",9539,1112753,"06"
"FQ8CDHF_NU6CB5D8",9527,892709,"03"
"BRQTSJJMM6TGTBTO",9515,1011941,"06"
"EMO6PRYPT-NX1CKQ",9548,848097,"06"
"XL4NA3YWE69RG-RU",9537,805996,"04"
"29MLTDAISXIH8IQO",9562,879483,"09"
"DLPMRUOJFIAWFE1E",9471,904731,"07"
"ENO2RNSJJU6FDTQW",9472,915763,"05"
"1JHRMKO9BIWOWXOU",9557,848097,"14"
"LEJ74KDJOKEF4KMS",9472,1112753,"18"
"QP-S84TK-AUJDUAU",9521,925966,"02"
"8ZC0XF8EHZ2M6N0K",9513,848097,"14"
"BORFXAP1VY975EUQ",9508,864754,"14"
"FTHEKRA5DI0KZS6E",9501,1080978,"06"
"KL6GSY7--WISW1OS",9525,848097,"09"
"RDDD9G6TAZTK5UFU",9514,904731,"02"
"S0_WY4YUL15VJ2SE",9528,988495,"05"
"KTRNUTH5HJEI3Z0G",9567,975222,"06"
"-KHG447C5PDDSRQO",9483,805996,"05"
"HUUJVYAHYRS7OTFA",9469,848097,"06"
"Q-UMOFDUKBLCNVZM",9500,864754,"02"
"BCYGH5MTTYZZDJQI",9487,925966,"02"
"W9ZZUF3L-0MIF18Q",9518,805996,"05"
"C9KKELEWOZ0K6D8C",9472,925966,"14"
"QLQN11DFR1VDYCYU",9521,777569,"09"
"MTFULYKNQAPV14EQ",9486,960619,"02"
"IKWLCQLCQBUJSAT0",9548,1080978,"05"
"MAYGU1ASIBHYT3TM",9507,1041480,"05"
"NNDR6JXR-Z7X6-4E",9480,864754,"02"
"2QLB4BH-HW0Y_MNY",9485,904731,"14"
"AM0QVDI-K_EUP984",9486,1011941,"07"
"KHJQMRIPZQRQI8BQ",9487,935465,"02"
"YHODTMHKIRR3RJXQ",9537,904731,"11"
"Z9DN7LZX8M7QEFG4",9560,879483,"07"
"YCULUEVFJXYSZQ2M",9478,777569,"06"
"YXTBYA2E3GYLY_QK",9528,879483,"14"
"LFGBVFEKUQAQLCG0",9528,739437,"03"
"YECLN5WVTJWEKDJI",9508,848097,"02"
"B2S__NF09AQHHGQE",9486,925966,"05"
"BAO2RKBSCNW2RXFM",9555,879483,"14"
"B5ZXDDXX0OHZ_TFO",9479,805996,"14"
"YFJ6ZHTZTB9WRXQG",9469,1045900,"06"
"CCAYD7HU82JZ6PBQ",9507,925966,"14"
"COTKRUIBCFHJALZU",9526,1080978,"18"
"VJO6KBY2FGZITST8",9547,1112753,"06"
"BAMMWNINJQ2QSN48",9554,904731,"05"
"0ENMN8UOWH85SLZK",9508,960619,"05"
"QGWW1AZGYG95YOEC",9540,1032246,"02"
"6WC-M53SJ2JBTV8W",9553,1218170,"18"
"RVBL5Y0ECITMJXXC",9555,904731,"05"
"DME5XOCB4OQPYYQ0",9526,864754,"02"
"28WSJIAE-SSHPXBS",9525,904731,"09"
"B8VXTK_HXODJ6RX0",9528,879483,"02"
"9I6FNWZXDDZKYTQA",9539,1080978,"06"
"QQKDCM5-_WG2QKI0",9462,805996,"14"
"MZIH6NRCHEXNORSG",9535,1139478,"21"
"MR0VROTKYO4CVUZ0",9561,904731,"18"
"H45Y0BTHDIWSF-N8",9512,925966,"14"
"_RGZHIFZGW79TURM",9484,1139478,"02"
"X-CY5B8GCTBFLXH4",9483,805996,"09"
"LVYAC_BOU93A6KVQ",9515,828864,"02"
"TIW5GDVBIPC6_6DQ",9539,1080978,"18"
"UA8YK-_RD9PVEPJO",9539,925966,"07"
"703YGTJU5MMS5RK0",9534,879483,"06"
"RCWGOTBUWH2RXKVG",9513,828864,"09"
"G4NOXYC24BHNGDLU",9528,904731,"14"
"WZDCAWRPEBWK6_ZI",9469,1041480,"14"
"3A8NK9YWD2X3BUM8",9490,739437,"14"
"OBATLMJTD-0SSXWU",9483,1000675,"18"
"BF7TYOLFOWNJU8EM",9560,1139478,"14"
"Y9EYHN9Z7B1PJUBU",9484,848097,"02"
"8YLHQJOZGGY4WMO8",9508,805996,"05"
"W8DWKE_DPSNIPV-Q",9528,904731,"15"
"8IS6PVJE94JPRW_O",9484,925966,"21"
"R8C1A3ITIGHEGSDG",9561,1112753,"18"
"4RZ7_XXMRBVIPKQG",9562,739437,"14"
"CRA-OQHP3SMULOJU",9563,789794,"06"
"UA85MTTY1GJGI_XU",9567,805996,"02"
"JLRK3A2UVYMGYO3Q",9508,988495,"02"
"GSBQSFXUJYI5ZCNM",9547,960619,"06"
"SBQ389GKJXEECEVQ",9469,739437,"02"
"FEXLVNR117T5POCS",9473,1112753,"21"
"2NQPV1ZZHALV656O",9505,904731,"06"
"ZA8SUNCLEUX-S3PU",9470,904731,"07"
"6UVVF5MWDRU4KBQA",9491,777569,"11"
"OPTUWQZQ5QVKM1_8",9560,848097,"06"
"SLW0DYW40KSUEURE",9549,879483,"14"
"297ZCUY9BDMV9HZU",9455,944357,"09"
"CES8HI6ZJVZ3OP40",9477,848097,"06"
"KBPTJI_S283FCAXW",9546,828864,"05"
"Y0N1GS2KKUFNJUZG",9512,879483,"06"
"M8GQ1COLEKUP0OOS",9526,739437,"14"
"YCAAJBBH7PVWHHE4",9519,848097,"14"
"T9GU1TKXKP7V-0CO",9556,904731,"05"
"YB1OSFM0NU8CDJVQ",9450,848097,"05"
"SUAUBIIHZ5DQF-DE",9555,925966,"02"
"MI96VSR2T4MCGY2G",9487,739437,"14"
"PM_PK7IJ5BW2TNHE",9522,944357,"14"
"CGMPULCL_7PSJYI0",9472,848097,"03"
"G9ZZ3F7U5IPPNO4Y",9561,904731,"05"
"MDSFIZX0OE1IWZGA",9550,960619,"06"
"AJPK-_396OGEYD60",9450,944357,"05"
"TWXSGF20MWTNFUAU",9521,848097,"09"
"1JC3A8RN-YQ8MICS",9462,904731,"03"
"ARCSUJBDNDPZP0C4",9553,848097,"14"
"4SATHHTGOOKWD1TU",9514,805996,"07"
"5EM-MVXO6KC8GYFQ",9563,925966,"02"
"1BE7UM9TIKPERCR8",9457,975222,"21"
"8ZBT7OCKSTBRIB6E",9525,1041480,"07"
"IATLPR423VXNY7RU",9521,848097,"06"
"BARBKLFM-Y38CP8Y",9553,805996,"21"
"CBHC46ELQXOQFA0A",9501,879483,"14"
"K1UIEASIU4FWBKPI",9540,925966,"05"
"QBHGK8R7KAKNTJEK",9485,805996,"14"
"2P9GTQKAZ2B0ULYS",9476,828864,"09"
"XU5KZZ8_R5S58P9O",9455,960619,"18"
"VK6-F19L614JSJ74",9452,925966,"14"
"JZGYTLT0CM1XMREK",9533,904731,"14"
"B_4BJW_IZJEDX6OC",9521,848097,"06"
"SUFZTJ0LWVPORDIU",9525,925966,"02"
"4SOL5XIL2FQZF63S",9548,848097,"06"
"CDEM0JPAD5GHDIBG",9476,1066324,"06"
"QASUTO9S2C46NIYG",9539,1032246,"02"
"TXWEMRRQMMDYQ1W8",9476,904731,"05"
"XVZMCZCBHA3SK4FS",9526,795449,"02"
"50PGTGDFGT-NFFR8",9556,944357,"02"
"SYHPAF0IE_PMQYY4",9554,739437,"18"
"O9ONRBYHZ4S93KXO",9529,904731,"09"
"3Z8DA7TPFAJ_W7EQ",9521,805996,"05"
"MQV7TXZSHEJBOZLW",9455,848097,"04"
"WOZOO4-IZRY67L7K",9562,848097,"09"
"YQZDR6LD3P1KANU4",9540,848097,"06"
"CMNBEO-OZ54QVA5G",9522,848097,"09"
"SPLBQEKGJG7QF36C",9562,777569,"18"
"2TB4AVQWGT7KXZ8C",9553,805996,"05"
"ZNBXXXVVVHA32IK0",9546,848097,"05"
"UTGYQUKZ5HN44PTC",9472,805996,"09"
"HDPNUNGZ-IG1XBJC",9490,777569,"14"
"01RBWRUVFF-LPOWA",9452,1041480,"18"
"FJUWYHJO36-5AHU4",9512,805996,"06"
"5FLGXMBHWQAH9JXQ",9534,848097,"14"
"-SGDKUDT-PE49GD0",9535,988495,"14"
"PGM9PEKGM6-AWDFQ",9492,1011941,"05"
"9IEAWU6FCIGCENGA",9463,879483,"14"
"HB9PRROEJUMX_VTU",9452,805996,"19"
"ZD5EW_V48KKCJB94",9533,848097,"14"
"XW-98HGPU_L8D300",9462,777569,"14"
"FDSY9HAI3NZCI8M0",9534,904731,"06"
"0FOIE0RFLJDZMBJC",9540,904731,"06"
"BOIOAH67O1Z-IWQK",9480,848097,"21"
"N0CMRAYJ8IIC7SBI",9485,805996,"02"
"KWNZDJKT_VH4DE24",9518,904731,"06"
"A0ZEUTIMPVVSKKBE",9535,848097,"07"
"DYRSV5_QAXQVKTO4",9536,848097,"20"
"RMR8MDZKAU6MA8J0",9501,1011941,"18"
"VRVLYRJ49TRWBJAG",9537,879483,"05"
"DABLIRX5RWVE1RFC",9471,988495,"14"
"WNGSWNXLVWH188GQ",9470,879483,"05"
"GBA2GEBSZMZPXUG4",9512,805996,"05"
"EUOLOIQBJFIJBMIA",9537,1041480,"06"
"QVVASZZP2ZEXDCUM",9555,968105,"14"
"QODZBQXX72MLJDDQ",9560,988495,"14"
"CKEDET5IZUM-ZO80",9456,864754,"21"
"W9AI2VSC1TW5EULK",9470,828864,"14"
"PIYBUNHWEYQWVC28",9522,848097,"09"
"9JMBXYUGXUIIK6Q4",9487,944357,"09"
"DR9GH_9UVDVXJW9G",9480,848097,"04"
"WWVXPE363AFTAB1A",9561,988495,"05"
"GRELB5ST7XTPXSVW",9548,904731,"08"
"ALDGTTVXLSL2JFMW",9560,848097,"05"
"WE_RLGLTBWO0RXFY",9484,848097,"14"
"CAFMSLDVMXDGYFJK",9532,944357,"06"
"JL1NA-LG_ERMMSSU",9512,828864,"05"
"CZROYPROYHFDCWPY",9563,944357,"07"
"NJQUC4WT1W6KHJ7E",9554,828864,"14"
"J5HHEADG7VDLJ128",9564,805996,"02"
"FUO_R8NZVXYHTXCG",9526,805996,"06"
"TLKC-WABJDV7EAR8",9522,988495,"14"
"TWZVSCOAB9NQGTEE",9567,739437,"14"
"XYVB0HEE5F2P8ERW",9485,805996,"02"
"B9CY3OZOK5WD4J5U",9525,904731,"06"
"TPFSG9VLUCFFQZJA",9492,848097,"14"
"Z-JRNT34FYXMH3IM",9553,904731,"02"
"DFF8E7EFJW5W7KM4",9464,904731,"06"
"8KN72K94PBLAOD1O",9561,904731,"14"
"0-0RYD8ZQRV52I4A",9527,848097,"14"
"TWOAH4SIKMXUH-CK",9550,892709,"14"
"EP3VIYIJOGAI9BEQ",9469,879483,"15"
"LVYLAJOBNMLYWA40",9536,879483,"18"
"-GBLAMCQSXA49UJI",9484,848097,"14"
"5YSJECSQLLYPLNRO",9476,1112753,"06"
"BR5I7ETOJSUMCWD0",9487,848097,"11"
"RW9WP8ZWFWERRGDY",9557,848097,"09"
"MDN8XNXRES1VXHP8",9529,904731,"06"
"3S4ZDD9VLMEDVCWI",9567,1218170,"14"
"M4KHAXBTXWPX_LKE",9512,925966,"07"
"KQX4AJTQS1BMIICS",9533,879483,"14"
"RS6TWVP5OIKDQRDU",9561,1094426,"14"
"KDBXRG-H2A_CVRAY",9554,988495,"06"
"24EJPUB8CRDVNIGM",9528,848097,"14"
"_CZG7NGUU7SNK4LW",9507,848097,"14"
"IEP4C1OJJC4NPBXC",9472,960619,"02"
"6GOTIJYHQFUM6CEU",9563,1050200,"06"
"CID1G2FJ0DJD0_YQ",9471,848097,"06"
"WQCHQUVE0K33X5IS",9484,925966,"06"
"HDT4KW5HPQSR1NQC",9561,944357,"05"
"OFZAW48OY8Y8MEKM",9547,1112753,"14"
"SXO2XYU1NB2TV__U",9557,777569,"11"
"NGYONOIA9D4UGXSG",9529,848097,"14"
"IJMZJI4GQPHLCXEC",9521,848097,"14"
"EVHRYIYZ5XDHJRMS",9567,1080978,"05"
"PQ-9DP0NZFQ8RBSG",9463,777569,"14"
"ZXJCF4FJNZELEUL4",9567,904731,"02"
"HG1ZU_MWDU2CUODG",9507,848097,"14"
"SC-7YXU71-F4HACQ",9555,848097,"05"
"UVCT1SXOAF6VJWZA",9533,1080978,"06"
"7TPTINPOX4XHMJPU",9526,1080978,"05"
"X7Q40VNCAGL3C6X4",9490,988495,"05"
"UN2FA2K6GYLJVT4A",9564,848097,"14"
"UVO_-RYMOWESMRES",9459,925966,"02"
"OA6BJMQN_APUBUKA",9479,828864,"18"
"XDOQDVBWQP9DSW9O",9512,904731,"02"
"TX_L443BY2PSUTUG",9520,848097,"14"
"W-PJLOEQVIX2CK_I",9484,848097,"14"
"3KBVFT-3NCBA_OAY",9472,904731,"05"
"PBISPNVC7GIBY6GS",9550,988495,"02"
"PGMOPBK513HJ__NO",9490,879483,"14"
"1AB8UEUAY7ASZPG0",9556,988495,"06"
"KHH5CXFON2W1YKW0",9525,904731,"06"
"PQ_RP5KWUW_0M67S",9464,944357,"14"
"WIIL00KGSBVZAFRS",9490,1080978,"06"
"YPQM29XKURSY5XZU",9548,739437,"06"
"LOQN1VGLVESLDIIQ",9515,848097,"14"
"-RHWPOPAKEGWP9RQ",9476,925966,"06"
"6ZQ7XKJ-COB6BRIS",9480,925966,"14"
"0OMIVNVBCXNQV2AY",9452,1080978,"02"
"N0UPK9UAAVJGUM08",9560,1139478,"14"
"6AQEDHEN5XR2Q-OS",9473,960619,"06"
"OOWQ-MP9AAOW9I70",9464,805996,"05"
"IE1CEKSASCSJKU8C",9548,1112753,"06"
"OAK8ZUAYCL2FIORQ",9472,1011941,"02"
"YBOYZSQAQ-F2QGEO",9484,879483,"19"
"D5A1OKTPZDGHTZA0",9470,777569,"02"
"EW_O0ZIFQYQ3ZPHM",9561,988495,"06"
"WYDWQTWFRDSTUASY",9526,1041480,"18"
"MGXHTS0MZG83B-T0",9536,828864,"14"
"PFBEUO9HIA3X4CYC",9491,988495,"06"
"Q-T47EOHH3IO3O5S",9508,805996,"14"
"0OA-Z0NEJLZQS82I",9490,1022428,"06"
"FXSOJI2L30YSRLIC",9533,739437,"19"
"XPBCZ34N489AGD0U",9556,1218170,"14"
"LBGVL-B3AEOTV_QC",9546,848097,"02"
"UXIJ0-WKWSTOZNI4",9554,904731,"18"
"PYFQBA8E7XN8LDI8",9522,879483,"07"
"UKC3PS5G-CUSUJO8",9546,879483,"02"
"MGXPSEQZEBPBVYMG",9512,904731,"08"
"VZYPS19BTOLOMWHO",9528,848097,"02"
"R7AUHVDD8SIAGEKO",9508,988495,"14"
"175B3DJCVEX9K6UA",9539,848097,"05"
"ZJN2MONZUB8P3LJC",9504,988495,"18"
"KURCEXQXFFTYQJSW",9525,904731,"02"
"RY55DDPUEFKURDAS",9465,925966,"05"
"XN0HAMVIIZY7LI4A",9529,864754,"02"
"YH9G5JBQGOPPJLPA",9477,848097,"02"
"FQWY6IFTIRVWQHGM",9518,988495,"18"
"CGKAHUBL8QQJG2GM",9554,805996,"02"
"I4WCAEV0KWMJIYFE",9548,925966,"14"
"K3RCQKWB3RCDCGVA",9508,1011941,"07"
"UJNSFUHP0HU8GNQY",9478,864754,"05"
"UYAD1X5DRQX6CNQO",9554,739437,"14"
"Q0DGE_3FVBBYGENO",9508,805996,"14"
"MRT3NNYANW0YLQH8",9527,828864,"14"
"KTTAGXMDSDUFR3MS",9550,904731,"07"
"J41DL1XIBPXU5-VK",9519,1041480,"07"
"PUOE0CKIYNTXSORC",9513,925966,"14"
"WNTBOHK1FFZEVNIG",9562,805996,"05"
"YFV9ZGJ96KS49EJO",9514,879483,"14"
"INAR0QAQGHRGOEPE",9534,960619,"09"
"79KP9OPAHJ7N6VIQ",9478,805996,"04"
"DH126MW_O_XVKLYU",9539,848097,"06"
"ZCUE_B4Q6DDO1V4U",9549,904731,"14"
"OJ_LHE3GY2UTO3W4",9477,975222,"02"
"KYKZ4EVNUVFT09C0",9491,848097,"21"
"AJ0LXNRSCVG6RNSC",9561,988495,"21"
"CYBUO-FPI3EHMTMO",9484,988495,"14"
"A87IZUTJ6FTV-JKI",9535,879483,"02"
"EJ0ZBR6PRNCQF3DU",9564,904731,"06"
"EXK2FHZ2VITPUDVA",9567,988495,"06"
"R-NG4XDZF6KUGOFO",9466,739437,"04"
"TLDRMVM94IVHK-WM",9554,1041480,"14"
"B0_P48WUQPQMLJLE",9518,848097,"08"
"8COWMH_PXWH-9O6I",9471,925966,"18"
"X-OLALOXSNR2F6Y0",9459,805996,"02"
"2OIOBWSFG4XUZSZW",9463,805996,"14"
"CVJ6ZYT6ASTSYXUK",9490,805996,"09"
"1WPFJQM1PEZEGSES",9458,848097,"21"
"EYHOJZC67SF4U7SK",9471,988495,"07"
"K5BMG6PJ21HPJMJG",9527,879483,"05"
"XOE8FK5V55DNKO_I",9548,925966,"14"
"RIE2KH0HLARVOWNQ",9471,864754,"06"
"MJ5IALURJNBC5MRK",9548,739437,"14"
"GXTONW53ENYC5LK0",9547,944357,"14"
"WBY63YSYOA4RA3PA",9536,879483,"02"
"DSTWEKHDQFEZGHNQ",9469,988495,"12"
"3LNWNH8DMGHIUCK8",9528,879483,"11"
"3U0FE6W-ZIAX5JP0",9490,925966,"06"
"B0OOS0FLM-X2GCAO",9519,975222,"02"
"I4IYJDXCUSGHGCKA",9533,756311,"14"
"3V_SIMHI-HXBOU1Q",9512,848097,"06"
"ZB-KCEJSV3BH3QV8",9485,824626,"14"
"JMZWEUT22QPJI9LS",9557,1050200,"06"
"PXVCFUJWBTJ45Q2Y",9526,904731,"02"
"VGUSXVXBOZ8BJ4BM",9557,904731,"14"
"OD6GTGSD2NANGEAK",9560,848097,"09"
"AOUQCEWLAPTKOH9M",9515,1041480,"05"
"NMFAW9AV1HO0_BYY",9507,805996,"02"
"UM2OPXZVOMLTQTR4",9560,848097,"02"
"G9CXNC_NYLM8OZRE",9479,848097,"02"
"JOUATG59CZYWQ5H0",9505,904731,"14"
"M0XDGTK1FT--89NC",9508,988495,"06"
"QTG05NP2IKATQNFG",9548,864754,"14"
"356BB1CAXOTEHKA8",9567,1041480,"14"
"2PB_XNF7SIIM7YRW",9515,960619,"14"
"ECWLRF6GE4GIV0-E",9548,904731,"14"
"OW970CD0ZUXSUORS",9478,1041480,"05"
"FOPUDCBNOLD4TXDQ",9536,805996,"05"
"3H5VDWHKM0OEXTIM",9522,805996,"14"
"A3AXJ00R1EBLGEJ4",9514,925966,"02"
"TPM9_GCGCQJYOJEA",9515,1011941,"05"
"HO8IAMGGW9ASOISS",9555,921976,"14"
"QQX06REUGFY44KEY",9533,944357,"02"
"NGNLB6HPYYATI0GI",9452,904731,"14"
"0I5J3BMKR6UHHEAU",9564,960619,"18"
"S0PGLEMC4IXMUX-Y",9457,904731,"18"
"9CGH6DFGQWNSGU9S",9555,1011941,"14"
"OT25MHUVR3VY94OC",9562,904731,"06"
"W5TLHYKEGQK58GBW",9512,864754,"03"
"E8P8CSFHQRUHLYMC",9477,904731,"05"
"QULXQHZQYF36BJYE",9491,805996,"14"
"0QWLF4UW0VXXOWSG",9478,864754,"05"
"CX1G6CCM61ZO-Q_M",9466,960619,"06"
"D1MFD6ZV3VNPUGNI",9472,988495,"14"
"FQMSYE8WSXHGBUZ0",9521,915763,"14"
"QJSA9E7FP9E_NHR8",9556,988495,"02"
"WYZLFJUN6GPXWOVI",9500,1139478,"21"
"VCYNSI_EY-YDTLN8",9483,848097,"06"
"PORH_CV2D3MWGW1O",9555,864754,"14"
"BCMI0QUR_PINF1VQ",9466,1080978,"02"
"CIYI_-W7IQJOI1NU",9519,1011941,"02"
"SGC_XF5MPJWLPDUI",9562,848097,"05"
"2HZL_5G5EDUFKIKO",9455,1011941,"06"
"2TZBZNTJWBFO7FNC",9483,925966,"14"
"H3IZAMWKNNEMNZBW",9560,1080978,"14"
"40O50OQEJ45BAQMM",9550,904731,"14"
"9XPIC7RZECW6DFEW",9513,879483,"06"
"YJEV1VTOM1_VBQP4",9464,777569,"08"
"TU-VPP-G0B6TXCHY",9548,904731,"02"
"BRQBDLTYWYIXSVWY",9491,739437,"14"
"PS2KBYMLMEGUDOGS",9472,739437,"06"
"QNMIWLJWQXFLJNWE",9563,1112753,"06"
"7XWCCOJGRUKAVFLE",9514,879483,"14"
"JZRRXVQQG9QSERMM",9501,805996,"14"
"3FKSGJA61J5VVKHC",9465,1080978,"06"
"KJEK7LEKFIRRKBIU",9535,925966,"06"
"7TZKO2BDNGGHOLPS",9518,777569,"05"
"NMHJLT4KNS1SGOIK",9485,777569,"02"
"ACZEA6JCXZHOMSZC",9464,988495,"15"
"QWGEIXLLZ_6GK4SM",9457,873792,"14"
"JPA-XW6V1EOI3WRG",9556,1112753,"06"
"UUH5V_WWYAANBKFO",9529,805996,"14"
"7OWZVA4XSPD20498",9567,805996,"14"
"QRCHUR84JTYXCTTC",9567,925966,"02"
"BKSRO_AUOSE4FAPI",9513,904731,"02"
"XFNYO4VAXAYZHAEO",9472,879483,"14"
"5WLM7WMQNY0ZXISE",9480,848097,"02"
"8DTSZW06D1_ENTAS",9518,904731,"05"
"K8BKWIFQ_MWKJFSC",9514,805996,"02"
"B8LYLRFLLJC25KNG",9522,904731,"02"
"KOOIOOLS57MQI3ZK",9553,777569,"14"
"Y4NFQUWHJ2MLBJ3S",9471,904731,"02"
"S-N-LAPSZUDCNYGM",9501,988495,"05"
"25RCC-P5WD0F-OOS",9557,1080978,"06"
"L3UOHLMKMOKU916G",9563,960619,"07"
"DSCXMF-VVDK3TZ8O",9483,848097,"14"
"HQ2SRIRNS0SPUOJW",9564,848097,"05"
"A7TURP4FEPCHHESQ",9464,1080978,"20"
"H5XZA0V8X4KGCQ3U",9526,848097,"08"
"YPIELPEGB_37P0MC",9492,904731,"02"
"QRBPUUDTPCGV4MA4",9521,904731,"18"
"SWH5LBJ5WEF9CTJK",9534,777569,"02"
"F6H_U9FUC9-N_UYO",9513,988495,"14"
"DNIW2DOVMLSCBAXE",9473,864754,"05"
"GGF8OCGRYTCMS_PQ",9533,904731,"18"
"IN-OPV_FGM0QEJJU",9525,848097,"14"
"JQ3PK4FHYUUZZB4Q",9554,739437,"14"
"1YN6_ZAWBL0XMZZQ",9486,848097,"06"
"G6MDOWLRZ50U3K5S",9550,848097,"14"
"9I5W_ILACYZXNPVM",9555,805996,"14"
"O1LUNT1N_WGWQIK4",9564,1008648,"18"
"TMM6KLPDDRFQCYIS",9512,1080978,"18"
"YJ0DQDHQOUULP6BS",9485,904731,"02"
"NOLDPYASNXYEEHEQ",9562,988495,"06"
"W26OWZQ3AC3_P7OG",9564,1139478,"14"
"FV_VYHDSRPE8F0CM",9555,925966,"02"
"H7TQ5MGVEKNYCDWA",9561,904731,"02"
"MS6ON4PTPVQIMT8U",9557,805996,"02"
"EGQEAU3CPXVVAODE",9550,805996,"14"
"7WRXIC8YR09OLFQW",9483,777569,"14"
