"CUST_NO","TXN_DT","CUST_RISK_CODE","INVEST_TYPE_CODE","WM_TXN_AMT"
"HY6LQ4AVT6-UJM0Q",9512,4.0,1,1309790
"HY6LQ4AVT6-UJM0Q",9512,4.0,1,1364860
"HY6LQ4AVT6-UJM0Q",9525,4.0,1,605885
"HY6LQ4AVT6-UJM0Q",9527,4.0,1,901677
"HY6LQ4AVT6-UJM0Q",9554,4.0,1,1309790
"HY6LQ4AVT6-UJM0Q",9557,4.0,1,571885
"ZF0SIPEI_X9K7_Q0",9501,4.0,1,693098
"ZF0SIPEI_X9K7_Q0",9553,4.0,1,1783576
"J4VUGQ37CWI6MUUE",9515,4.0,1,505049
"J4VUGQ37CWI6MUUE",9515,4.0,1,505049
"J4VUGQ37CWI6MUUE",9564,4.0,1,552254
"S5TR6AWWGXFPU-80",9535,3.0,1,1061490
"RVM9VTZ1JYXHDNQ8",9513,3.0,1,1783576
"24MKOYBNA2OWB1CW",9450,4.0,1,762552
"24MKOYBNA2OWB1CW",9491,4.0,1,605885
"G_JWNF9P5KETUSZU",9469,3.0,1,605885
"UDJ_XBPOQTCQMOE4",9479,2.0,1,605885
"OGOMXMSV3G5SSX-K",9513,3.0,1,605885
"FXY2PQY-OAOFTTYE",9471,4.0,1,854767
"FXY2PQY-OAOFTTYE",9520,4.0,1,2074526
"FY8_WR0SSH0I_QLY",9472,2.0,1,1061490
"FY8_WR0SSH0I_QLY",9492,2.0,1,1061490
"1ONUGJLVOBM3JLKY",9508,3.0,1,1375976
"FYVVLEDGSR0QBGCS",9556,4.0,1,318417
"LSDD_WVMU9HFYOB8",9490,4.0,1,518100
"CHVYNW-OMW5ISBVA",9539,4.0,1,795349
"IUG-GGPZQJFVSJXO",9485,4.0,1,1455942
"IUG-GGPZQJFVSJXO",9485,4.0,1,1394457
"HZW-E8AEXQV49KPE",9464,4.0,1,505049
"RLQ7WK3QGFIGRRLK",9485,4.0,1,528693
"RLQ7WK3QGFIGRRLK",9485,4.0,1,525121
"RLQ7WK3QGFIGRRLK",9533,4.0,1,534431
"RLQ7WK3QGFIGRRLK",9556,4.0,1,528726
"FCGGYE8S4E9GYBXE",9490,4.0,1,721714
"FCGGYE8S4E9GYBXE",9499,4.0,1,682659
"ISSC7YYX86M2C8TI",9480,4.0,1,439191
"ISSC7YYX86M2C8TI",9533,4.0,1,439191
"UXWHTAHVOHST8KIS",9473,4.0,1,1215497
"UXWHTAHVOHST8KIS",9473,4.0,1,213240
"VRZPZUM3WXFDC8T4",9513,4.0,1,878705
"VRZPZUM3WXFDC8T4",9513,4.0,1,58021
"VRZPZUM3WXFDC8T4",9513,4.0,1,497672
"VRZPZUM3WXFDC8T4",9520,4.0,1,941590
"VRZPZUM3WXFDC8T4",9535,4.0,1,1061490
"P3G_EFI1YI9Z6TEQ",9514,3.0,1,605885
"O1A7F7AHNCYFZOSW",9519,4.0,1,213240
"O1A7F7AHNCYFZOSW",9535,4.0,1,359934
"O1A7F7AHNCYFZOSW",9549,4.0,1,213240
"ZRGBXHYPPARHQKN4",9521,3.0,1,677242
"VSDPFTH55GVUX1W4",9512,3.0,1,213240
"JJUDKIHGZ6NNOPBY",9528,3.0,1,687942
"7RH7LC7ZYPZWQDRM",9526,4.0,1,1530289
"TWENDKCZQD7O5KRQ",9519,3.0,1,721714
"TWENDKCZQD7O5KRQ",9519,3.0,1,721714
"DQEQ45LHDSBRS_KE",9539,3.0,1,1061490
"DQEQ45LHDSBRS_KE",9550,3.0,1,1035747
"DQEQ45LHDSBRS_KE",9553,3.0,1,1354467
"NTLY2LW_MCKWYQNA",9479,4.0,1,318417
"NTLY2LW_MCKWYQNA",9479,4.0,1,318417
"NTLY2LW_MCKWYQNA",9483,4.0,1,318417
"NTLY2LW_MCKWYQNA",9519,4.0,1,359934
"NTLY2LW_MCKWYQNA",9554,4.0,1,359934
"NTLY2LW_MCKWYQNA",9563,4.0,1,318417
"VSLSKUOZFRGJSCJU",9507,3.0,1,970852
"8C2YUTO2V_QFFEIE",9471,3.0,1,1165775
"XR-MTZVZSYBDIBBS",9528,4.0,1,505049
"KMJXL-ZAFIIE3ASY",9471,4.0,1,284578
"_AULB-51AQUDZWTG",9450,3.0,1,910141
"O74WGPY9AQKXCO3C",9564,4.0,1,605885
"EHAK7ASH9OM_N8XI",9499,4.0,1,318417
"EHAK7ASH9OM_N8XI",9499,4.0,1,318417
"EHAK7ASH9OM_N8XI",9532,"",1,318417
"EHAK7ASH9OM_N8XI",9546,4.0,1,318417
"EHAK7ASH9OM_N8XI",9547,4.0,1,391501
"WBUA0CKCCEQPUL5Q",9457,3.0,1,439191
"WBUA0CKCCEQPUL5Q",9457,4.0,1,270684
"93BC9XTNREVJRH1Q",9527,4.0,1,1061490
"93BC9XTNREVJRH1Q",9540,4.0,1,530233
"7SHYSZSA3DYF5MCW",9452,4.0,1,595846
"2DBDROMUJJNCFVRQ",9518,4.0,1,721714
"1DLSBBTCIM1PSNV4",9477,4.0,1,1245067
"1DLSBBTCIM1PSNV4",9478,4.0,1,1648861
"1DLSBBTCIM1PSNV4",9549,4.0,1,1061490
"U_1AXUKPYZSB5OSW",9553,4.0,1,1061490
"-Q35IAEKZ15BTSTW",9529,4.0,1,318417
"RDC-AKJYOOYP5XTK",9520,4.0,1,439191
"RDC-AKJYOOYP5XTK",9520,4.0,1,439191
"RDC-AKJYOOYP5XTK",9553,4.0,1,1245067
"O1LVQQG4GJ9TLND4",9511,4.0,1,571885
"2YFYKFKPE9FO2IQA",9457,3.0,1,391501
"2YFYKFKPE9FO2IQA",9466,3.0,1,318417
"_7JF3JLMMSHHJ2KG",9484,4.0,1,2526572
"_7JF3JLMMSHHJ2KG",9521,4.0,1,1783576
"_7JF3JLMMSHHJ2KG",9521,4.0,1,1783576
"_7JF3JLMMSHHJ2KG",9521,4.0,1,2526572
"SDIA0P80MF-B_ELC",9550,4.0,1,318417
"UQTMIFN0KKCUIJE8",9514,4.0,1,505049
"EGDBAENREOJRLMAI",9473,4.0,1,726658
"EGDBAENREOJRLMAI",9476,4.0,1,734125
"EGDBAENREOJRLMAI",9476,4.0,1,616689
"EGDBAENREOJRLMAI",9476,4.0,1,734125
"EGDBAENREOJRLMAI",9476,4.0,1,810757
"EGDBAENREOJRLMAI",9476,4.0,1,646018
"EGDBAENREOJRLMAI",9476,4.0,1,853819
"EGDBAENREOJRLMAI",9476,4.0,1,867704
"EGDBAENREOJRLMAI",9487,4.0,1,488797
"EGDBAENREOJRLMAI",9487,4.0,1,758437
"C5QG-GSWXCKCNMCO",9529,3.0,1,571885
"DLCR4RIQNQW5UIMO",9466,4.0,1,213240
"DLCR4RIQNQW5UIMO",9501,4.0,1,213240
"DLCR4RIQNQW5UIMO",9505,4.0,1,270684
"DLCR4RIQNQW5UIMO",9528,4.0,1,605885
"BGJL6UZTHJV_-G4K",9469,2.0,1,552254
"AGSPEMTHKOHCW1_Q",9452,4.0,1,213240
"AGSPEMTHKOHCW1_Q",9463,4.0,1,213240
"AGSPEMTHKOHCW1_Q",9466,4.0,1,254794
"AGSPEMTHKOHCW1_Q",9472,4.0,1,254794
"WWOBE0_B0FUDGIPS",9450,4.0,1,1165775
"WWOBE0_B0FUDGIPS",9562,4.0,1,797298
"JBD7ILU094M4JJY4",9463,4.0,1,213240
"M8KLBFC6UWCHXTBQ",9473,4.0,1,501375
"M8KLBFC6UWCHXTBQ",9473,4.0,1,157609
"GSQLH7SVYOT_CK70",9562,3.0,1,541582
"GEQ5EG0K8DWHGJQK",9466,4.0,1,505049
"GEQ5EG0K8DWHGJQK",9466,4.0,1,605885
"GEQ5EG0K8DWHGJQK",9476,4.0,1,571885
"GEQ5EG0K8DWHGJQK",9476,4.0,1,391501
"GEQ5EG0K8DWHGJQK",9476,4.0,1,571885
"P7PEV-M76AWGLMB8",9519,3.0,1,945281
"SKV9YEGSMQVRIFTW",9526,4.0,1,605885
"WYCEHWL7XHYBL8Z4",9459,4.0,1,359934
"WYCEHWL7XHYBL8Z4",9522,4.0,1,318417
"CC3GJZZSWHUQCETS",9450,3.0,1,584488
"CC3GJZZSWHUQCETS",9450,3.0,1,582739
"O6J5CA0TTLR-K4SK",9483,3.0,1,605885
"MJ_X3YVXRTD4ZHO4",9476,3.0,1,548061
"0FRMHTUF2RDXJLPS",9490,4.0,1,1105197
"0FRMHTUF2RDXJLPS",9525,4.0,1,1810232
"YM5VISNDPHE8IYMC",9469,3.0,1,439191
"YV-8WE1IWC621TS0",9486,3.0,1,296965
"YV-8WE1IWC621TS0",9492,3.0,1,660108
"YV-8WE1IWC621TS0",9529,3.0,1,391501
"YV-8WE1IWC621TS0",9550,4.0,1,318417
"IFATC2_JNAOXC4GS",9480,4.0,1,1364860
"KHDDH26ATTH4PIBU",9536,4.0,1,854767
"SHOZLFYRWPXPBCSU",9519,4.0,1,2470280
"QTHB_TYYJ7COPAEC",9533,4.0,1,595977
"P4W6NNBIMOYOURZ8",9465,4.0,1,605885
"CATAO-9FXBHZH5XO",9483,4.0,1,1165775
"SK2T4RT3GRGT_CAA",9511,3.0,1,518100
"SK2T4RT3GRGT_CAA",9529,4.0,1,1530289
"CPZAO9POGJSU_JVG",9486,4.0,1,213240
"VSFNH5OV34_FDM84",9547,3.0,1,254794
"UQHYA3HN326EUR20",9511,3.0,1,1165775
"CJMT8DPG7QPIMDK0",9473,4.0,1,213240
"CJMT8DPG7QPIMDK0",9473,4.0,1,213240
"LL_O8LJ7ALZZOPZC",9560,4.0,1,318417
"XEXLTP81HBPNETWG",9458,4.0,1,571885
"QQ-WABTCSUL42BBC",9451,4.0,1,336670
"QQ-WABTCSUL42BBC",9451,4.0,1,336670
"QQ-WABTCSUL42BBC",9549,4.0,1,901677
"QQ-WABTCSUL42BBC",9553,4.0,1,815973
"VCR5NVMEBUUI015K",9501,3.0,1,552254
"PRCFJOX2IH854K3I",9485,4.0,1,213240
"PRCFJOX2IH854K3I",9526,4.0,1,620876
"PRCFJOX2IH854K3I",9533,4.0,1,439191
"G7NEC1-UW7JZTMMG",9529,4.0,1,505049
"GFQPWX1NBXXD1_A0",9546,3.0,1,1085249
"GFQPWX1NBXXD1_A0",9553,3.0,1,901677
"GFQPWX1NBXXD1_A0",9553,3.0,1,1245067
"F1KCK2KON_CJVE_S",9486,4.0,1,2714495
"F1KCK2KON_CJVE_S",9486,4.0,1,901677
"EXK5GAR0S-XYAGIW",9450,4.0,1,1364860
"Y8ORA2T-7SMGYFAI",9466,3.0,1,507435
"Y8ORA2T-7SMGYFAI",9466,3.0,1,514452
"Y8ORA2T-7SMGYFAI",9466,3.0,1,597125
"Y8ORA2T-7SMGYFAI",9469,3.0,1,798846
"Y8ORA2T-7SMGYFAI",9469,3.0,1,584513
"Y8ORA2T-7SMGYFAI",9469,3.0,1,295907
"Y8ORA2T-7SMGYFAI",9469,3.0,1,797136
"Y8ORA2T-7SMGYFAI",9469,3.0,1,719075
"Y8ORA2T-7SMGYFAI",9469,3.0,1,796121
"Y8ORA2T-7SMGYFAI",9469,3.0,1,610252
"Y8ORA2T-7SMGYFAI",9478,3.0,1,632511
"Y8ORA2T-7SMGYFAI",9478,3.0,1,472305
"Y8ORA2T-7SMGYFAI",9478,3.0,1,487242
"Y8ORA2T-7SMGYFAI",9483,3.0,1,712582
"Y8ORA2T-7SMGYFAI",9507,3.0,1,794753
"Y8ORA2T-7SMGYFAI",9507,3.0,1,945281
"Y8ORA2T-7SMGYFAI",9554,3.0,1,1230593
"OIGNOCQ5P2O9PSXE",9469,3.0,1,502315
"OZAXKEXSL15-8CSU",9469,4.0,1,1165775
"OZAXKEXSL15-8CSU",9469,4.0,1,1165775
"VU2XJLSIJSK6KIKW",9526,4.0,1,854767
"ERFIMSQ8U9NGGRDY",9484,4.0,1,439191
"ERFIMSQ8U9NGGRDY",9487,4.0,1,439191
"TXMEDXZI41EYYMVO",9511,4.0,1,1061490
"SNKEPFBN1N-A3WMM",9456,3.0,1,439191
"SNKEPFBN1N-A3WMM",9469,3.0,1,213240
"SNKEPFBN1N-A3WMM",9470,3.0,1,213240
"SNKEPFBN1N-A3WMM",9471,3.0,1,213240
"SNKEPFBN1N-A3WMM",9472,3.0,1,534860
"SNKEPFBN1N-A3WMM",9483,3.0,1,213240
"SNKEPFBN1N-A3WMM",9484,3.0,1,213240
"SNKEPFBN1N-A3WMM",9485,3.0,1,270684
"SNKEPFBN1N-A3WMM",9486,3.0,1,213240
"SNKEPFBN1N-A3WMM",9490,3.0,1,213240
"SNKEPFBN1N-A3WMM",9511,3.0,1,213240
"SNKEPFBN1N-A3WMM",9521,3.0,1,213240
"SNKEPFBN1N-A3WMM",9522,3.0,1,213240
"SNKEPFBN1N-A3WMM",9526,3.0,1,213240
"SNKEPFBN1N-A3WMM",9527,3.0,1,213240
"SNKEPFBN1N-A3WMM",9528,3.0,1,213240
"SNKEPFBN1N-A3WMM",9529,3.0,1,213240
"SNKEPFBN1N-A3WMM",9532,3.0,1,213240
"SNKEPFBN1N-A3WMM",9533,3.0,1,213240
"SNKEPFBN1N-A3WMM",9535,3.0,1,213240
"SNKEPFBN1N-A3WMM",9536,3.0,1,213240
"SNKEPFBN1N-A3WMM",9539,3.0,1,213240
"SNKEPFBN1N-A3WMM",9540,3.0,1,213240
"SNKEPFBN1N-A3WMM",9546,3.0,1,213240
"SNKEPFBN1N-A3WMM",9547,3.0,1,236119
"SNKEPFBN1N-A3WMM",9548,3.0,1,318417
"SNKEPFBN1N-A3WMM",9549,3.0,1,318417
"SNKEPFBN1N-A3WMM",9553,3.0,1,213240
"SNKEPFBN1N-A3WMM",9554,3.0,1,213240
"SNKEPFBN1N-A3WMM",9555,3.0,1,213240
"SNKEPFBN1N-A3WMM",9556,3.0,1,213240
"SNKEPFBN1N-A3WMM",9557,3.0,1,213240
"SNKEPFBN1N-A3WMM",9560,3.0,1,213240
"SNKEPFBN1N-A3WMM",9561,3.0,1,284578
"SNKEPFBN1N-A3WMM",9562,3.0,1,213240
"SNKEPFBN1N-A3WMM",9563,3.0,1,318417
"SNKEPFBN1N-A3WMM",9564,3.0,1,236119
"SNKEPFBN1N-A3WMM",9567,3.0,1,254794
"3JQZ69T1BEYZFDPQ",9478,4.0,1,1084883
"3JQZ69T1BEYZFDPQ",9553,4.0,1,721714
"3JQZ69T1BEYZFDPQ",9553,4.0,1,797298
"NTKFGEUU8KASQQJM",9535,3.0,1,605885
"J37R3NJQOORNR4LY",9492,4.0,1,605885
"J37R3NJQOORNR4LY",9492,4.0,1,605885
"J37R3NJQOORNR4LY",9492,4.0,1,605885
"ENXM36RSEAQIXRKI",9555,4.0,1,1061490
"YRKKW5JEBJCXBNOU",9554,3.0,1,1245067
"BMQAWY2YNIBWGK2G",9490,3.0,1,797298
"BMQAWY2YNIBWGK2G",9533,3.0,1,671684
"ZGCTZWQZK7BRMNKE",9556,3.0,1,797298
"XBZ3MKYNF40AB2I0",9484,3.0,1,595320
"XBZ3MKYNF40AB2I0",9484,3.0,1,718560
"ANZTNNWJGZ0C4TDE",9539,3.0,1,693098
"EYJJAMXWAHIUEKKS",9457,4.0,1,1245067
"8ILIPRLPDLI3M-RW",9469,3.0,1,465418
"AEZARAEDHCPS5HPS",9535,3.0,1,1061490
"AEZARAEDHCPS5HPS",9546,3.0,1,901677
"JVBJZBHKE3FNRTBA",9455,4.0,1,318417
"JVBJZBHKE3FNRTBA",9477,4.0,1,254794
"JVBJZBHKE3FNRTBA",9477,4.0,1,254794
"JVBJZBHKE3FNRTBA",9492,4.0,1,213240
"JVBJZBHKE3FNRTBA",9492,4.0,1,254794
"JVBJZBHKE3FNRTBA",9492,4.0,1,254794
"JVBJZBHKE3FNRTBA",9492,4.0,1,254794
"JVBJZBHKE3FNRTBA",9492,4.0,1,254794
"JVBJZBHKE3FNRTBA",9492,4.0,1,254794
"JVBJZBHKE3FNRTBA",9492,4.0,1,213240
"JVBJZBHKE3FNRTBA",9492,4.0,1,213240
"JVBJZBHKE3FNRTBA",9492,4.0,1,254794
"JVBJZBHKE3FNRTBA",9518,4.0,1,254794
"JVBJZBHKE3FNRTBA",9534,4.0,1,254794
"JVBJZBHKE3FNRTBA",9534,4.0,1,254794
"JVBJZBHKE3FNRTBA",9534,4.0,1,254794
"JVBJZBHKE3FNRTBA",9547,4.0,1,605885
"JVBJZBHKE3FNRTBA",9547,4.0,1,605885
"JVBJZBHKE3FNRTBA",9553,4.0,1,605885
"LCDT4HMD--EBQE40",9540,4.0,1,505049
"OC47NQS3WV52TCJW",9518,2.0,1,213240
"OC47NQS3WV52TCJW",9525,2.0,1,254794
"OC47NQS3WV52TCJW",9540,4.0,1,213240
"ZO7QJMSWGLPDYY80",9490,3.0,1,1648861
"XJ2AD1NEJAXRDXLS",9554,4.0,1,213240
"TJ5CA-XJFBAXLKUY",9473,4.0,1,254794
"TJ5CA-XJFBAXLKUY",9473,4.0,1,254794
"1VBRPPEI_JVT-2AE",9526,4.0,1,605885
"E68GT_39KR_I287A",9451,3.0,1,1160377
"EYW9HMLIJAUNEGXK",9504,3.0,1,605885
"EYW9HMLIJAUNEGXK",9504,3.0,1,213240
"EYW9HMLIJAUNEGXK",9504,3.0,1,213240
"EYW9HMLIJAUNEGXK",9507,3.0,1,213240
"83DR7MXCB8BWAA6W",9456,3.0,1,213240
"83DR7MXCB8BWAA6W",9485,3.0,1,213240
"83DR7MXCB8BWAA6W",9553,3.0,1,213240
"83DR7MXCB8BWAA6W",9553,3.0,1,213240
"83DR7MXCB8BWAA6W",9556,3.0,1,213240
"NZ7LTOCL93ZPIPC8",9501,3.0,1,605885
"NZ7LTOCL93ZPIPC8",9563,3.0,1,671684
"LEEUBIEQUOLBA1HG",9525,4.0,1,505049
"WAZPZ3-GWGGHVI2I",9560,4.0,1,1530289
"WAZPZ3-GWGGHVI2I",9560,4.0,1,1530289
"H-XR0OZFYEK5RLQG",9462,4.0,1,213240
"H-XR0OZFYEK5RLQG",9472,4.0,1,571885
"H-XR0OZFYEK5RLQG",9473,4.0,1,213240
"H-XR0OZFYEK5RLQG",9486,4.0,1,213240
"H-XR0OZFYEK5RLQG",9501,4.0,1,213240
"H-XR0OZFYEK5RLQG",9535,4.0,1,213240
"H-XR0OZFYEK5RLQG",9548,4.0,1,213240
"56RK5PKFJCSKZW84",9457,4.0,1,1976424
"CG4ULECOQYQYN2ZU",9456,4.0,1,318417
"CG4ULECOQYQYN2ZU",9457,4.0,1,318417
"CG4ULECOQYQYN2ZU",9469,4.0,1,859855
"CG4ULECOQYQYN2ZU",9507,4.0,1,1035747
"CG4ULECOQYQYN2ZU",9535,4.0,1,797298
"CG4ULECOQYQYN2ZU",9546,4.0,1,797298
"CG4ULECOQYQYN2ZU",9547,4.0,1,797298
"BVIJSBFQOMWL-LZ8",9560,3.0,1,1364860
"QJ9VO1QUJ1ZG8KX8",9466,4.0,1,721714
"QJ9VO1QUJ1ZG8KX8",9472,4.0,1,634813
"QJ9VO1QUJ1ZG8KX8",9519,4.0,1,605885
"QJ9VO1QUJ1ZG8KX8",9536,4.0,1,605885
"QJ9VO1QUJ1ZG8KX8",9549,4.0,1,605885
"K418-MJUEHPMJQYK",9553,3.0,1,1455942
"CZBPG7IXRG0BIDMG",9479,2.0,1,458361
"AWHSM3RIJS8-D6CU",9449,4.0,1,1007605
"AWHSM3RIJS8-D6CU",9449,4.0,1,1061490
"PDFOAVWU0MHHJBW8",9465,3.0,1,721714
"DVNUKWQ_FQFKRHZU",9499,4.0,1,458361
"DVNUKWQ_FQFKRHZU",9533,4.0,1,605885
"DVNUKWQ_FQFKRHZU",9563,4.0,1,541582
"FGRMQWG3_5O9ANHA",9463,3.0,1,605885
"DMVGFVQK5T_ICGU4",9469,2.0,1,605885
"DMVGFVQK5T_ICGU4",9469,2.0,1,721714
"IIN6VGZSQ8E_HYIY",9507,2.0,1,530233
"G9LQMO-PUSPYAGI8",9476,4.0,1,318417
"G9LQMO-PUSPYAGI8",9486,4.0,1,254794
"WC5C_J1NBFOLXEM8",9533,2.0,1,327876
"LHBBEVQXRUNIDBJE",9486,4.0,1,605885
"LHBBEVQXRUNIDBJE",9486,4.0,1,1364860
"OJN5_X1JTHQ0FV8U",9534,3.0,1,901677
"OJN5_X1JTHQ0FV8U",9534,3.0,1,797298
"OJN5_X1JTHQ0FV8U",9540,3.0,1,901677
"OJN5_X1JTHQ0FV8U",9540,3.0,1,901677
"IURUBPLD_YFN31KG",9465,4.0,1,605885
"IURUBPLD_YFN31KG",9491,4.0,1,605885
"OQIHU_NP1TIMG0NO",9499,4.0,1,901677
"OQIHU_NP1TIMG0NO",9499,4.0,1,901677
"-9MT5RYZKV1JHMIM",9554,4.0,1,1061490
"UDM-HEMGWBTXGNXG",9456,4.0,1,213240
"H_PGIFWQSOVRSOYC",9518,3.0,1,901677
"SIRD_FDWWQY1QKV0",9562,2.0,1,1165775
"MTIGWV_XY7EBFOM8",9480,3.0,1,213240
"IQER2N-ZCVMZHMME",9479,4.0,1,359934
"IQER2N-ZCVMZHMME",9479,4.0,1,359934
"IQER2N-ZCVMZHMME",9560,4.0,1,254794
"IQER2N-ZCVMZHMME",9561,4.0,1,254794
"5C-02PP1GM1XL_NG",9553,3.0,1,1783576
"5C-02PP1GM1XL_NG",9560,3.0,1,721714
"3YOLBW6ST-IZTNSY",9532,4.0,1,530233
"798SVBYFVIHAE40K",9528,3.0,1,1364860
"798SVBYFVIHAE40K",9528,3.0,1,1245067
"YP9KYESBKCLNGVO8",9499,4.0,1,318417
"YP9KYESBKCLNGVO8",9505,4.0,1,391501
"K2KHVFBK64ZTGEWI",9529,4.0,1,2408740
"K2KHVFBK64ZTGEWI",9529,4.0,1,1783576
"K2KHVFBK64ZTGEWI",9529,4.0,1,1783576
"X_BB8AA8UCIN25RA",9479,4.0,1,308169
"X_BB8AA8UCIN25RA",9508,4.0,1,318417
"X_BB8AA8UCIN25RA",9540,4.0,1,318417
"O0I4J7FFKTX5KFUA",9483,3.0,1,721714
"Y87TKZ-3KVSIRZMG",9472,4.0,1,450974
"Y87TKZ-3KVSIRZMG",9473,4.0,1,976490
"Y87TKZ-3KVSIRZMG",9473,4.0,1,1007605
"Y87TKZ-3KVSIRZMG",9478,4.0,1,439191
"Y87TKZ-3KVSIRZMG",9485,4.0,1,1007605
"Y87TKZ-3KVSIRZMG",9505,4.0,1,439191
"Y87TKZ-3KVSIRZMG",9505,4.0,1,439191
"Y87TKZ-3KVSIRZMG",9532,"",1,439191
"FV1PABB-DDGXSIQM",9560,3.0,1,821895
"B6LTTTIHKA-UJPUK",9452,4.0,1,391501
"B6LTTTIHKA-UJPUK",9452,4.0,1,391501
"B6LTTTIHKA-UJPUK",9484,4.0,1,575573
"XFFWTKZUYDMJJKJQ",9499,3.0,1,254794
"XFFWTKZUYDMJJKJQ",9527,3.0,1,213240
"A-ZFAHHIJLNLXSAS",9534,4.0,1,870758
"GNWSY-F3QRWIFQEG",9458,3.0,1,591330
"PCYRVBOBM8JZNEXS",9561,4.0,1,505049
"I-BP61JL_THQZMAK",9500,4.0,1,484900
"FGMZAF7PRHOOR6YA",9451,4.0,1,338693
"FGMZAF7PRHOOR6YA",9451,4.0,1,701258
"FGMZAF7PRHOOR6YA",9518,4.0,1,605885
"FGMZAF7PRHOOR6YA",9518,4.0,1,718151
"JSG0O-FL08Z5G9KA",9471,3.0,1,1061490
"CKQUG_WEVLRYRQDW",9476,3.0,1,213240
"BBHUROJNZUULVL_G",9508,4.0,1,1364860
"BBHUROJNZUULVL_G",9553,4.0,1,1530289
"9INXJPYDQET4TKHM",9485,4.0,1,505049
"9INXJPYDQET4TKHM",9554,4.0,1,1783576
"PJIYQ7AJOACSMSN8",9563,4.0,1,1374978
"CBCORVCHJQMGP1Y0",9472,4.0,1,458361
"V_C350RMSLDCZANE",9501,4.0,1,1245067
"V_C350RMSLDCZANE",9527,4.0,1,956071
"V_C350RMSLDCZANE",9528,4.0,1,505049
"XAXFS3FW0WWBNESM",9514,3.0,1,1111578
"XAXFS3FW0WWBNESM",9514,3.0,1,1085249
"XAXFS3FW0WWBNESM",9514,3.0,1,1085249
"2NYOVQJNO_9SNKQC",9504,4.0,1,605885
"VWPZWZRBZY2DRZVC",9501,4.0,1,439191
"GKNJJQ3PONXEND-E",9477,4.0,1,318417
"GKNJJQ3PONXEND-E",9486,4.0,1,505049
"GKNJJQ3PONXEND-E",9486,4.0,1,391501
"GKNJJQ3PONXEND-E",9491,4.0,1,505049
"GKNJJQ3PONXEND-E",9522,4.0,1,391501
"GKNJJQ3PONXEND-E",9550,4.0,1,613523
"N9RZIL77RRJDQHAS",9550,4.0,1,254794
"IR6IACJZSL2BA29U",9452,4.0,1,505049
"JINQ5CUVFH6OANTO",9519,4.0,1,439191
"JINQ5CUVFH6OANTO",9525,4.0,1,679120
"JINQ5CUVFH6OANTO",9556,4.0,1,605885
"EL2UONNRNG7VOLDI",9532,3.0,1,901677
"F25T2TLUSO1BOQCU",9462,4.0,1,417267
"F25T2TLUSO1BOQCU",9470,4.0,1,571885
"F25T2TLUSO1BOQCU",9472,4.0,1,318417
"F25T2TLUSO1BOQCU",9484,4.0,1,284578
"F25T2TLUSO1BOQCU",9490,4.0,1,318417
"KGDE1NSQQ9JIWXHA",9519,3.0,1,505049
"PEV6ZSNOHUAVP8OS",9508,4.0,1,318417
"FNY-45_EGMQDOBUK",9561,4.0,1,1494771
"FGE4QRTEUYVVPQ2E",9564,3.0,1,605885
"KKJLYWMR2S6DTU7M",9472,4.0,1,589642
"UVVY5DTSMIOOHV0S",9462,3.0,1,213240
"UVVY5DTSMIOOHV0S",9462,3.0,1,213240
"UVVY5DTSMIOOHV0S",9462,3.0,1,213240
"UVVY5DTSMIOOHV0S",9462,3.0,1,213240
"UVVY5DTSMIOOHV0S",9462,4.0,1,213240
"UVVY5DTSMIOOHV0S",9462,4.0,1,213240
"UVVY5DTSMIOOHV0S",9462,4.0,1,213240
"86B627Q93OYIRHKK",9476,4.0,1,1364860
"86B627Q93OYIRHKK",9476,4.0,1,1530289
"NYUKIB8DML8MOZXO",9532,"",1,901677
"NYUKIB8DML8MOZXO",9532,"",1,797298
"DMDWRR9WPUF3OJ_S",9462,4.0,1,254794
"DYTXFQSE7OK97DDC",9511,3.0,1,1061490
"DYTXFQSE7OK97DDC",9511,4.0,1,1245067
"UPHRGZ4WR1KVWFXA",9457,4.0,1,439191
"UPHRGZ4WR1KVWFXA",9459,4.0,1,318417
"UPHRGZ4WR1KVWFXA",9548,4.0,1,647521
"UPHRGZ4WR1KVWFXA",9553,4.0,1,721714
"KHSUJIMXTYYNJCNE",9554,3.0,1,1364860
"LHYUBSREKH-VGAO4",9540,4.0,1,1007605
"LHYUBSREKH-VGAO4",9546,4.0,1,721714
"VLJ5RMVOD-AWXANW",9459,4.0,1,754944
"VLJ5RMVOD-AWXANW",9463,4.0,1,721714
"VLJ5RMVOD-AWXANW",9471,4.0,1,1061490
"VLJ5RMVOD-AWXANW",9491,4.0,1,1061490
"Y1FJ3EVB8HZEXO9Q",9456,4.0,1,1245067
"Y1FJ3EVB8HZEXO9Q",9518,4.0,1,1364860
"MSS-ET-VFA3BD0JU",9480,4.0,1,213240
"MSS-ET-VFA3BD0JU",9480,4.0,1,213240
"MSS-ET-VFA3BD0JU",9490,4.0,1,213240
"MSS-ET-VFA3BD0JU",9490,4.0,1,213240
"MSS-ET-VFA3BD0JU",9549,4.0,1,213240
"WKXJHV44CCKFK7Y4",9476,3.0,1,605885
"WKXJHV44CCKFK7Y4",9476,3.0,1,605885
"WKXJHV44CCKFK7Y4",9480,3.0,1,605885
"WKXJHV44CCKFK7Y4",9480,3.0,1,605885
"WKXJHV44CCKFK7Y4",9480,3.0,1,605885
"4THMXKLF0TC678NC",9455,3.0,1,605885
